val_loss,auc,val_Accuracy,val_CohenKappa,val_F1,val_Recall,val_Precision,epoch,step
0.6585450768470764,0.8214285373687744,0.7924528121948242,0.5753823518753052,0.7812382578849792,0.7821428775787354,0.8336148262023926,0,400
0.6728296279907227,0.8382142782211304,0.8207547068595886,0.6391974091529846,0.8194531202316284,0.8185714483261108,0.8216732740402222,1,801
0.8417954444885254,0.8407143354415894,0.7830188870429993,0.5536433458328247,0.765464186668396,0.7699999809265137,0.8544303774833679,2,1202
0.7068178653717041,0.8478571176528931,0.8301886916160583,0.6563400626182556,0.8271738886833191,0.8253571391105652,0.8389136791229248,3,1603
0.6422187089920044,0.8732142448425293,0.7924528121948242,0.5853484869003296,0.7923789024353027,0.7939285635948181,0.7930911779403687,4,2004
0.7816318273544312,0.8707143068313599,0.7830188870429993,0.5613530278205872,0.7797054648399353,0.7785714268684387,0.787929117679596,5,2405
0.6681698560714722,0.866428554058075,0.8207547068595886,0.634482741355896,0.8134321570396423,0.8121428489685059,0.8517102599143982,6,2806
0.671047568321228,0.8596428632736206,0.7735849022865295,0.5486160516738892,0.7735848426818848,0.7760714292526245,0.7760714292526245,7,3207
0.8951696753501892,0.8678570985794067,0.8584905862808228,0.7114337682723999,0.8527095317840576,0.8500000238418579,0.8943662047386169,8,3608
0.5512549877166748,0.8817857503890991,0.8113207817077637,0.6197991371154785,0.8096264600753784,0.808571457862854,0.813043475151062,9,4009
0.5863139033317566,0.8928571939468384,0.8584905862808228,0.715155839920044,0.8574630618095398,0.8564285635948181,0.8598990440368652,10,4410
0.6003411412239075,0.9057142734527588,0.8207547068595886,0.6407420635223389,0.8203549981117249,0.8207142949104309,0.8201426267623901,11,4811
0.631037175655365,0.8914285898208618,0.8396226167678833,0.6750811338424683,0.8363454937934875,0.8342857360839844,0.8512195348739624,12,5212
0.9737105965614319,0.8846428394317627,0.7830188870429993,0.5536433458328247,0.765464186668396,0.7699999809265137,0.8544303774833679,13,5613
0.5210129618644714,0.9089285731315613,0.8396226167678833,0.6750811338424683,0.8363454937934875,0.8342857360839844,0.8512195348739624,14,6014
0.6321853995323181,0.9021428823471069,0.8396226167678833,0.6750811338424683,0.8363454937934875,0.8342857360839844,0.8512195348739624,15,6415
0.9159532785415649,0.8935714364051819,0.8207547068595886,0.6328836679458618,0.8101969957351685,0.8100000023841858,0.8733333349227905,16,6816
0.7667561769485474,0.9010714292526245,0.8113207817077637,0.6189791560173035,0.8088712692260742,0.8075000047683716,0.8156158328056335,17,7217
0.5472041368484497,0.8921428918838501,0.8207547068595886,0.6407420635223389,0.8203549981117249,0.8207142949104309,0.8201426267623901,18,7618
0.9711133241653442,0.8857142925262451,0.8396226167678833,0.6750811338424683,0.8363454937934875,0.8342857360839844,0.8512195348739624,19,8019
0.9241276979446411,0.8911607265472412,0.8396226167678833,0.6757826805114746,0.837173581123352,0.835357129573822,0.8466223478317261,20,8420
0.7886538505554199,0.8882142901420593,0.8207547068595886,0.6391974091529846,0.8194531202316284,0.8185714483261108,0.8216732740402222,21,8821
0.6474456191062927,0.8935714364051819,0.8301886916160583,0.6578192710876465,0.8286638259887695,0.8274999856948853,0.8322463631629944,22,9222
0.9586846828460693,0.9067857265472412,0.8396226167678833,0.6743766069412231,0.835388720035553,0.833214282989502,0.8570608496665955,23,9623
0.9258768558502197,0.9146428108215332,0.8584905862808228,0.713925838470459,0.8563296794891357,0.854285717010498,0.866186797618866,24,10024
